Date,Time of Day,Channel,Revenue,Average Order Size,Conversions,Customer Type,Sales Rep,Business
2023-12-08,Morning,Google Ads,130.74,32.77,3,Returning,Thomas Lewis,Heritage Bakes
2023-01-06,Evening,Google Ads,250.45,240.63,5,New,Todd Beasley,Heritage Bakes
2023-02-05,Morning,Instagram,340.65,119.18,3,New,Allison Branch,Heritage Bakes
2023-06-03,Afternoon,Referral,233.15,47.15,8,New,Jenny Cox,Heritage Bakes
2023-09-11,Morning,Facebook,154.24,118.56,1,Returning,David Simpson,Heritage Bakes
2023-03-12,Morning,Instagram,319.67,188,24,New,Kyle Brown,Heritage Bakes
2023-12-31,Afternoon,Instagram,381.04,163.68,6,Returning,Tracey Reynolds,Heritage Bakes
2023-10-02,Evening,Email,487.49,145.89,14,Returning,Alison Perez,Heritage Bakes
2023-08-12,Night,Facebook,326.35,73.24,6,Returning,Douglas Santos,Heritage Bakes
2023-06-27,Afternoon,Email,213.47,42.9,3,New,Grace Green,Heritage Bakes
2023-07-03,Morning,Walk-in,341.89,73.39,30,Returning,Samantha Cohen,Heritage Bakes
2023-09-02,Afternoon,Instagram,98.74,36.06,1,New,Courtney Page,Heritage Bakes
2023-11-10,Morning,Email,362.83,279.12,18,Returning,David Martinez,Heritage Bakes
2023-04-25,Night,Google Ads,269.69,103.9,5,Returning,Susan Sullivan,Heritage Bakes
2023-09-29,Evening,Referral,21.03,20.15,0,Returning,Thomas Bowman MD,Heritage Bakes
2023-08-17,Evening,Facebook,446.43,125.35,5,New,Elizabeth Brown,Heritage Bakes
2023-03-04,Afternoon,Referral,127.1,45.32,2,New,Michael Bolton,Heritage Bakes
2023-08-07,Afternoon,Instagram,106.18,22.71,1,New,Jeffery Thompson,Heritage Bakes
2023-10-17,Evening,Email,15.26,5.8,0,New,John Rodriguez,Heritage Bakes
2023-04-16,Afternoon,Google Ads,150.43,46.24,1,Returning,Danielle Hamilton,Heritage Bakes
2023-11-06,Afternoon,Walk-in,431.05,115.12,12,New,Justin Hammond,Heritage Bakes
2023-06-06,Afternoon,Email,42.73,10.69,0,Returning,Kayla Williams,Heritage Bakes
2023-06-26,Evening,Facebook,63.15,25.93,1,Returning,Thomas Sparks,Heritage Bakes
2023-09-26,Night,Instagram,74.72,45.5,3,New,Ashlee Ross,Heritage Bakes
2023-03-10,Night,Google Ads,151.84,47.45,2,Returning,Ann Martin,Heritage Bakes
2023-04-03,Morning,Facebook,111.95,74.6,2,Returning,Kimberly Black,Heritage Bakes
2023-11-24,Evening,Instagram,115.87,26.93,1,New,Meagan West,Heritage Bakes
2023-04-17,Afternoon,Referral,172.22,102.47,2,New,Andre Cortez,Heritage Bakes
2023-06-27,Afternoon,Referral,24.54,6.32,0,New,Michele Ford,Heritage Bakes
2023-05-05,Evening,Instagram,383.29,262.3,5,Returning,Andrew Chavez,Heritage Bakes
2023-05-04,Morning,Google Ads,448.88,358.7,35,Returning,Joel Perez,Heritage Bakes
2023-08-19,Evening,Instagram,333.26,112.47,7,New,Anthony Berg,Heritage Bakes
2023-11-24,Evening,Instagram,358.94,256.6,9,New,Joseph Hill,Heritage Bakes
2023-03-02,Night,Instagram,172.83,79.53,6,New,Robert Thompson,Heritage Bakes
2023-07-08,Afternoon,Referral,170.46,96.38,16,Returning,Allison Cunningham,Heritage Bakes
2023-12-05,Afternoon,Email,246.92,52.95,7,Returning,Joseph Rice,Heritage Bakes
2023-10-28,Night,Facebook,328.74,77.94,3,Returning,Jeffery Jordan,Heritage Bakes
2023-03-24,Night,Google Ads,372.35,149.46,5,Returning,Allen Martinez,Heritage Bakes
2023-08-25,Morning,Facebook,188.94,79.22,2,Returning,Cristian Lambert,Heritage Bakes
2023-04-13,Night,Instagram,443.62,90.7,12,Returning,Christina Powell,Heritage Bakes
2023-08-11,Night,Facebook,260.35,57.68,2,New,Tamara Gonzales,Heritage Bakes
2023-11-01,Afternoon,Email,193.66,102.07,2,New,Jeffrey Long,Heritage Bakes
2023-09-22,Evening,Facebook,288.26,88.61,3,New,Angela Richards,Heritage Bakes
2023-05-08,Afternoon,Facebook,286.3,124.25,11,Returning,Sandra Lyons,Heritage Bakes
2023-02-08,Night,Facebook,110.22,23.75,1,New,Andrew Whitney,Heritage Bakes
2023-09-09,Afternoon,Email,98.01,48.61,1,New,Jeffery Collins,Heritage Bakes
2023-03-09,Night,Facebook,126.23,28.06,2,New,Kevin Fischer,Heritage Bakes
2023-09-28,Evening,Walk-in,486.11,218.5,34,New,Amber Chapman,Heritage Bakes
2023-04-08,Morning,Instagram,429.12,239.43,13,Returning,Becky King,Heritage Bakes
2023-11-20,Afternoon,Facebook,421.33,222.07,6,New,Matthew Richards,Heritage Bakes
2023-11-15,Morning,Google Ads,167.48,38.1,2,Returning,Teresa Jones,Heritage Bakes
2023-07-25,Afternoon,Email,450.72,196.32,5,New,Nicole Hodge,Heritage Bakes
2023-11-13,Evening,Referral,296.62,276.76,3,Returning,Debra Smith,Heritage Bakes
2023-08-07,Afternoon,Instagram,481.64,165.6,5,New,Zachary Jones,Heritage Bakes
2023-02-01,Evening,Google Ads,271.63,61.65,8,Returning,Amanda Bishop,Heritage Bakes
2023-05-16,Morning,Referral,223.13,141.67,10,Returning,Rhonda Evans,Heritage Bakes
2023-06-30,Night,Facebook,467.22,99.35,7,Returning,Samantha Noble,Heritage Bakes
2023-11-05,Morning,Facebook,361.29,130.67,6,New,Larry Fritz,Heritage Bakes
2023-06-05,Afternoon,Facebook,391.7,95.13,5,New,Maria Gonzalez,Heritage Bakes
2023-08-16,Evening,Google Ads,22.35,6.26,0,New,Melinda Cervantes,Heritage Bakes
2023-10-26,Morning,Email,486.54,130.65,7,New,Justin Carter,Heritage Bakes
2023-10-05,Evening,Instagram,31.49,11.89,0,New,James Garcia,Heritage Bakes
2023-01-19,Night,Google Ads,99.97,49.6,1,Returning,Dustin Williams,Heritage Bakes
2023-03-24,Afternoon,Walk-in,86.6,25.86,1,Returning,Derek Hall,Heritage Bakes
2023-10-30,Evening,Email,97.66,36.68,1,New,Frank White,Heritage Bakes
2023-11-23,Morning,Walk-in,344.88,75.72,9,Returning,Tracy Santiago,Heritage Bakes
2023-01-07,Night,Google Ads,168.79,108.22,13,New,Lauren Barr,Heritage Bakes
2023-05-17,Afternoon,Referral,307.81,64.4,6,Returning,Jill Smith DDS,Heritage Bakes
2023-06-14,Afternoon,Facebook,387.24,118.97,7,New,Carmen Jordan,Heritage Bakes
2023-01-28,Afternoon,Instagram,105.35,71.62,1,New,Mary Johnson DDS,Heritage Bakes
2023-06-04,Night,Google Ads,172.2,40.48,10,New,Sally Fernandez,Heritage Bakes
2023-10-28,Morning,Facebook,339.46,114.93,8,New,Brandon Brown,Heritage Bakes
2023-06-10,Morning,Instagram,160.22,35.76,1,New,Maurice Johnson,Heritage Bakes
2023-08-15,Morning,Google Ads,211.31,192.31,4,Returning,Lori Davis,Heritage Bakes
2023-10-17,Evening,Instagram,135.25,104.36,3,Returning,Taylor Acevedo,Heritage Bakes
2023-09-03,Night,Walk-in,427.48,129.6,17,Returning,Cynthia Cohen,Heritage Bakes
2023-01-05,Afternoon,Walk-in,272.76,121.69,21,New,Laura Larson,Heritage Bakes
2023-09-02,Afternoon,Facebook,401.29,81.33,18,New,Penny West,Heritage Bakes
2023-10-18,Morning,Walk-in,306.04,100.56,9,New,Brian Daugherty,Heritage Bakes
2023-02-15,Evening,Email,42.62,12.9,0,New,Monica Medina,Heritage Bakes
2023-01-10,Evening,Referral,343.16,160.59,24,Returning,Tracey Reilly,Heritage Bakes
2023-08-10,Morning,Referral,157.62,75.25,2,Returning,Robin York,Heritage Bakes
2023-04-06,Afternoon,Instagram,306.53,111.45,13,Returning,Tanya Shannon,Heritage Bakes
2023-08-19,Afternoon,Email,287.18,240.61,2,Returning,Charles Chang,Heritage Bakes
2023-01-24,Morning,Referral,262.74,68.79,2,New,Spencer Kelly,Heritage Bakes
2023-03-19,Afternoon,Facebook,133.04,74.13,2,New,Tammy Duncan,Heritage Bakes
2023-11-06,Evening,Walk-in,180.26,43.42,3,New,Jonathon Kim,Heritage Bakes
2023-09-23,Evening,Walk-in,130.73,34.84,2,Returning,Christopher Cain,Heritage Bakes
2023-01-14,Night,Google Ads,444.42,211.53,14,Returning,Anthony Wells,Heritage Bakes
2023-01-24,Evening,Referral,170.14,45.95,3,New,Brandon Kirby,Heritage Bakes
2023-03-02,Afternoon,Referral,106.06,98.12,1,New,Jamie Miller,Heritage Bakes
2023-12-22,Morning,Email,454.85,245.2,5,Returning,Anna Wong,Heritage Bakes
2023-08-05,Night,Referral,324.23,262.48,15,Returning,Christopher Macdonald,Heritage Bakes
2023-09-03,Night,Facebook,142.91,38.87,6,New,Leslie Moody,Heritage Bakes
2023-10-29,Night,Walk-in,71.51,20.42,0,Returning,Jessica Mckee,Heritage Bakes
2023-12-23,Afternoon,Referral,41.41,22.85,0,New,Nicholas Myers,Heritage Bakes
2023-08-20,Evening,Referral,215.41,83.55,2,New,Meagan Charles,Heritage Bakes
2023-11-03,Night,Google Ads,162.2,81.89,3,Returning,Amber Williams,Heritage Bakes
2023-03-06,Evening,Email,390.58,96.24,4,Returning,Micheal Green,Heritage Bakes
2023-01-26,Night,Instagram,452.49,236.43,7,New,Rachel Henderson,Heritage Bakes
2023-04-05,Morning,Facebook,84.92,21.88,0,Returning,Andrew Lam,Heritage Bakes
2023-03-13,Evening,Walk-in,135.19,32.33,2,New,Cassandra Mitchell,Heritage Bakes
2023-03-22,Evening,Walk-in,439.99,131.92,23,Returning,Melissa Grant,Heritage Bakes
2023-07-29,Afternoon,Walk-in,481.18,195.92,7,Returning,James Rodriguez,Heritage Bakes
2023-03-27,Afternoon,Walk-in,470.1,408.54,8,New,Lauren Trevino,Heritage Bakes
2023-02-02,Evening,Referral,260.03,156.23,3,New,Margaret White,Heritage Bakes
2023-12-16,Afternoon,Email,333.05,286.03,4,New,Stacey Howe,Heritage Bakes
2023-05-05,Morning,Google Ads,64.01,17.99,1,Returning,Diane Bishop,Heritage Bakes
2023-04-13,Night,Instagram,331.03,153.36,4,Returning,David Baker,Heritage Bakes
2023-08-23,Afternoon,Instagram,441.1,99.64,5,Returning,Allison Chavez,Heritage Bakes
2023-09-10,Morning,Facebook,468.5,190.08,16,Returning,Austin Smith,Heritage Bakes
2023-10-26,Night,Email,192.97,57.01,2,New,Ashley Thomas,Heritage Bakes
2023-06-13,Afternoon,Email,22.98,5.15,0,Returning,Mrs. Olivia Petersen,Heritage Bakes
2023-01-22,Morning,Referral,346.14,98.16,6,New,Joshua Martinez,Heritage Bakes
2023-07-04,Morning,Walk-in,160.74,62.63,1,Returning,Laura Clarke,Heritage Bakes
2023-03-31,Night,Email,310.11,105.18,20,New,Joseph Patel,Heritage Bakes
2023-07-18,Night,Google Ads,141.72,76.6,1,Returning,Lisa Beard,Heritage Bakes
2023-09-07,Night,Walk-in,52.36,22.25,0,New,David Mendoza,Heritage Bakes
2023-03-20,Evening,Google Ads,348.07,75.56,19,Returning,Nicole Wallace DDS,Heritage Bakes
2023-09-30,Morning,Facebook,64.23,32.14,0,New,Marcus Brown,Heritage Bakes
2023-10-29,Evening,Email,19.82,14.41,0,New,Daniel Gallegos,Heritage Bakes
2023-12-22,Evening,Instagram,370.93,155.05,4,Returning,Nicole Hardy,Heritage Bakes
2023-03-24,Night,Email,155.08,35.83,1,Returning,Pedro Greene,Heritage Bakes
2023-09-05,Night,Email,426.02,135.5,31,New,Yvette Marks,Heritage Bakes
2023-06-26,Night,Instagram,320.54,64.14,4,Returning,Ashley Lewis,Heritage Bakes
2023-04-23,Afternoon,Email,218.13,50.93,4,New,Stephanie Peterson,Heritage Bakes
2023-10-25,Afternoon,Walk-in,36.29,13.19,0,Returning,Mrs. Dawn Hawkins,Heritage Bakes
2023-01-03,Night,Walk-in,216.84,50.27,2,Returning,Gary Greer,Heritage Bakes
2023-03-22,Night,Referral,383.13,163.58,10,Returning,Christopher Knox,Heritage Bakes
2023-05-19,Evening,Instagram,274.27,108.21,3,New,Eric Thomas,Heritage Bakes
2023-09-07,Morning,Referral,109.17,33.53,1,New,Brent Stewart,Heritage Bakes
2023-05-18,Evening,Walk-in,183.87,37.16,4,Returning,Corey Roberts,Heritage Bakes
2023-11-27,Evening,Instagram,292.44,198.96,6,New,Keith Morales,Heritage Bakes
2023-10-11,Night,Instagram,59.37,55.79,1,New,Perry Washington,Heritage Bakes
2023-09-11,Afternoon,Walk-in,223.53,210.47,4,New,Nicole Barton,Heritage Bakes
2023-06-11,Night,Instagram,111.78,28.56,2,New,David Medina,Heritage Bakes
2023-04-15,Afternoon,Google Ads,76.4,65.62,2,New,Lydia Payne,Heritage Bakes
2023-11-29,Night,Referral,496.08,247.48,30,Returning,Monica Cline,Heritage Bakes
2023-07-14,Morning,Walk-in,323.14,245.91,5,New,Juan Davis,Heritage Bakes
2023-12-17,Afternoon,Facebook,480,127.9,18,New,Devin Black,Heritage Bakes
2023-11-23,Evening,Walk-in,456.52,148.25,7,Returning,Rachel Franco DDS,Heritage Bakes
2023-11-19,Evening,Google Ads,410.05,251.65,11,New,Lori Valentine,Heritage Bakes
2023-02-19,Afternoon,Referral,403.18,114.55,39,New,Lisa Ryan,Heritage Bakes
2023-09-12,Morning,Email,72.87,61.84,2,New,Danielle Hester,Heritage Bakes
2023-05-22,Night,Facebook,242.63,128.12,2,Returning,Luke Alexander,Heritage Bakes
2023-03-27,Morning,Walk-in,337.24,92.23,30,New,Jane Edwards,Heritage Bakes
2023-01-15,Evening,Referral,456.46,140.97,4,Returning,Ann Peterson,Heritage Bakes
2023-09-28,Afternoon,Facebook,438,121.54,12,Returning,Erik Keller,Heritage Bakes
2023-10-13,Morning,Referral,246.65,205.97,2,Returning,Louis Bowen,Heritage Bakes
2023-04-21,Night,Walk-in,146.99,29.91,2,New,Amy Mcdaniel,Heritage Bakes
2023-09-22,Morning,Walk-in,203.17,154.36,2,New,Isaiah Terry,Heritage Bakes
2023-06-14,Afternoon,Referral,342.75,79.16,3,New,Michael Bell,Heritage Bakes
2023-03-07,Morning,Instagram,257.33,94.08,9,Returning,Blake Vega,Heritage Bakes
2023-05-04,Night,Instagram,75.98,63.58,0,Returning,Ronnie Medina,Heritage Bakes
2023-07-04,Night,Facebook,439.02,97.67,25,New,Rhonda Clark,Heritage Bakes
2023-07-14,Morning,Google Ads,231.36,64.44,3,New,Jason Fletcher,Heritage Bakes
2023-11-22,Night,Walk-in,335.68,218.9,11,New,Jose Green,Heritage Bakes
2023-09-28,Night,Google Ads,104.51,95.33,7,Returning,Anthony Washington,Heritage Bakes
2023-01-11,Evening,Walk-in,228.63,57.44,4,Returning,Kristopher Curtis,Heritage Bakes
2023-12-23,Morning,Instagram,471.74,232.1,4,New,Chad Moreno,Heritage Bakes
2023-07-28,Evening,Referral,64.13,17.92,0,Returning,Cassidy Carter,Heritage Bakes
2023-09-28,Night,Facebook,191.43,93.53,2,Returning,James Grimes,Heritage Bakes
2023-12-22,Afternoon,Walk-in,181.03,78.47,3,Returning,Natalie Hawkins,Heritage Bakes
2023-10-20,Afternoon,Walk-in,494.11,116.19,7,New,Jonathan Williams,Heritage Bakes
2023-04-27,Afternoon,Instagram,200.97,42.25,2,New,Deborah Smith,Heritage Bakes
2023-08-04,Night,Email,460.85,143.76,7,Returning,Emily Henderson,Heritage Bakes
2023-07-07,Afternoon,Referral,127.05,42.4,1,New,Peter Morgan,Heritage Bakes
2023-05-17,Afternoon,Walk-in,228.2,74.98,4,Returning,Laura Patton,Heritage Bakes
2023-03-13,Evening,Referral,57.91,34.26,1,Returning,Francis Walker,Heritage Bakes
2023-06-17,Afternoon,Email,296.89,94.25,3,New,Renee Johnson,Heritage Bakes
2023-05-03,Night,Referral,362.1,111.32,5,New,Scott Wood,Heritage Bakes
2023-05-02,Afternoon,Email,277.69,72.67,18,Returning,Sherri Logan,Heritage Bakes
2023-08-23,Afternoon,Instagram,43.45,25.56,0,New,Cathy Barnes,Heritage Bakes
2023-09-22,Night,Email,406.99,103.73,4,Returning,Amy Sanders,Heritage Bakes
2023-05-27,Evening,Instagram,390.74,111.67,10,New,Lee Perez,Heritage Bakes
2023-10-30,Morning,Facebook,252.88,57.08,11,New,Michael Leonard,Heritage Bakes
2023-11-24,Night,Email,240.11,63.93,8,Returning,Cody Thompson,Heritage Bakes
2023-01-31,Afternoon,Google Ads,435.17,262.26,4,New,Victor Yates,Heritage Bakes
2023-08-15,Afternoon,Instagram,184.03,38.59,3,Returning,Stanley Benson,Heritage Bakes
2023-07-07,Evening,Referral,224,73.32,5,Returning,James Gallagher,Heritage Bakes
2023-07-07,Morning,Referral,148.45,30.33,4,Returning,Jeanette Garcia,Heritage Bakes
2023-12-22,Night,Walk-in,342.83,73.67,4,New,Michael Garcia,Heritage Bakes
2023-12-22,Morning,Walk-in,273.91,71.22,13,New,William Gordon,Heritage Bakes
2023-04-25,Morning,Google Ads,286.44,61.25,4,Returning,Kim Holmes,Heritage Bakes
2023-05-07,Morning,Referral,361.07,164.39,4,New,Anthony Hodges,Heritage Bakes
2023-09-29,Night,Referral,231.15,78.17,4,Returning,Alexis Wells,Heritage Bakes
2023-07-15,Afternoon,Instagram,375.03,85.71,6,Returning,Jennifer Dawson,Heritage Bakes
2023-03-09,Evening,Facebook,13.39,6.69,0,New,Bethany Baxter MD,Heritage Bakes
2023-03-29,Afternoon,Facebook,177.65,47.53,2,New,Teresa Wallace,Heritage Bakes
2023-02-12,Night,Email,463.57,105.6,5,New,Alexis Pham,Heritage Bakes
2023-03-21,Morning,Walk-in,82.61,21.06,1,Returning,Zachary Ortiz,Heritage Bakes
2023-04-15,Morning,Facebook,153.26,34.02,3,Returning,Christopher Burnett,Heritage Bakes
2023-04-04,Night,Google Ads,314.89,279.56,13,Returning,Nicholas Calhoun,Heritage Bakes
2023-01-21,Night,Email,204.57,62.69,3,New,Joseph Perez,Heritage Bakes
2023-12-26,Afternoon,Instagram,140.12,111.82,1,Returning,Karen Perez,Heritage Bakes
2023-08-09,Afternoon,Walk-in,294.88,83.91,6,New,Kevin Cruz,Heritage Bakes
2023-04-17,Evening,Walk-in,95.02,30.34,0,Returning,Amber Spencer,Heritage Bakes
2023-10-13,Evening,Referral,61.63,55.92,1,New,Madison Richardson,Heritage Bakes
2023-02-04,Evening,Instagram,94.11,27.43,1,Returning,Jose Collins,Heritage Bakes
2023-12-05,Night,Email,16.21,5.44,0,New,Justin Potter,Heritage Bakes
2023-02-04,Evening,Facebook,161.63,64.01,9,New,Sherry Cox,Heritage Bakes
2023-03-27,Afternoon,Walk-in,498.25,134.05,23,Returning,Tiffany Williams,Heritage Bakes
2023-07-01,Morning,Instagram,268.82,88.26,3,Returning,Jessica Torres,Heritage Bakes
2023-01-08,Evening,Facebook,259.81,112.83,3,Returning,Matthew Morgan,Heritage Bakes
2023-09-17,Morning,Facebook,376.01,121.52,4,Returning,Craig Beard,Heritage Bakes
2023-02-13,Evening,Referral,165.83,125.72,2,New,Tony Moore,Heritage Bakes
2023-07-16,Morning,Facebook,343.12,92.8,4,New,Jillian Carrillo,Heritage Bakes
2023-10-03,Afternoon,Email,298.63,75.01,3,New,Nancy Rowland,Heritage Bakes
2023-05-03,Evening,Google Ads,18.04,4.77,0,New,Lisa Ochoa,Heritage Bakes
2023-07-24,Afternoon,Facebook,220.18,56.9,4,New,Jeffrey Ayala,Heritage Bakes
2023-07-27,Evening,Walk-in,192.79,109.6,3,New,Dana Carter,Heritage Bakes
2023-09-21,Night,Email,185.33,42.12,1,New,Natalie Burns,Heritage Bakes
2023-01-16,Evening,Facebook,292.32,76.31,2,New,Sean Peters,Heritage Bakes
2023-10-02,Night,Walk-in,207.85,68.69,6,New,Christopher Jones,Heritage Bakes
2023-07-04,Morning,Walk-in,359.66,85.69,4,New,Miguel Pena,Heritage Bakes
2023-05-12,Morning,Instagram,214.82,196.3,4,Returning,Ryan Lawson,Heritage Bakes
2023-08-25,Morning,Facebook,95.83,30.51,1,Returning,David Williams,Heritage Bakes
2023-07-11,Afternoon,Google Ads,468.81,157.7,5,New,Mark Johnson,Heritage Bakes
2023-12-07,Morning,Facebook,234.34,97.04,2,Returning,Rebecca Perez,Heritage Bakes
2023-03-27,Morning,Google Ads,104.79,100.63,2,Returning,Kathryn Thomas,Heritage Bakes
2023-05-26,Morning,Walk-in,20.81,4.45,0,Returning,Crystal Abbott,Heritage Bakes
2023-04-30,Morning,Instagram,129.72,120.41,1,New,Alexandra Hodge,Heritage Bakes
2023-01-27,Afternoon,Walk-in,412.3,85.82,32,New,Rachel Yang,Heritage Bakes
2023-04-29,Afternoon,Google Ads,195.76,61.2,2,New,Michelle Sanders,Heritage Bakes
2023-07-06,Evening,Referral,291.59,79.82,3,New,Dustin Stein,Heritage Bakes
2023-03-27,Evening,Facebook,149.04,70.2,11,New,Haley Jackson,Heritage Bakes
2023-02-24,Evening,Email,48.31,11.63,0,New,Thomas Moses,Heritage Bakes
2023-03-17,Night,Referral,176,35.58,8,Returning,Jeffrey Petersen,Heritage Bakes
2023-06-01,Night,Google Ads,401.14,102.9,4,Returning,Joseph Ward,Heritage Bakes
2023-10-15,Evening,Google Ads,398.75,198.97,21,New,Lance Robinson,Heritage Bakes
2023-07-25,Afternoon,Facebook,145.86,131.42,2,New,Kristen Smith,Heritage Bakes
2023-10-20,Night,Referral,437.8,92.12,9,New,Nicole Mcbride,Heritage Bakes
2023-01-21,Evening,Facebook,334.21,220.23,4,Returning,Daisy Larson,Heritage Bakes
2023-04-06,Morning,Referral,41.41,9.41,0,New,Jesus Shaw,Heritage Bakes
2023-11-27,Afternoon,Email,161.47,34.62,1,New,Shelly Moss,Heritage Bakes
2023-06-06,Afternoon,Google Ads,57.64,13.37,0,Returning,Laura Coleman,Heritage Bakes
2023-12-09,Morning,Instagram,314.97,124.84,13,Returning,Kayla Moore,Heritage Bakes
2023-11-07,Night,Facebook,15.16,3.24,0,New,Melissa Brown,Heritage Bakes
2023-04-10,Morning,Instagram,248.32,79.05,3,New,Emily Riley MD,Heritage Bakes
2023-08-29,Afternoon,Facebook,110.58,27.43,2,New,Donald Cole,Heritage Bakes
2023-10-12,Morning,Email,409.82,82.67,12,New,James Johnson,Heritage Bakes
2023-12-09,Afternoon,Google Ads,373.87,84.93,3,Returning,Nicholas George,Heritage Bakes
2023-06-05,Morning,Walk-in,435.02,377.57,29,New,Jane King,Heritage Bakes
2023-11-30,Morning,Referral,58.81,13.43,1,Returning,Tanner Decker,Heritage Bakes
2023-08-06,Afternoon,Email,126.76,26.95,3,Returning,Leslie Martin,Heritage Bakes
2023-08-29,Afternoon,Facebook,17.86,13.07,1,Returning,Keith Garcia,Heritage Bakes
2023-08-14,Night,Google Ads,53.51,14.57,1,Returning,Victoria Keller,Heritage Bakes
2023-10-29,Night,Walk-in,76.19,17.21,2,Returning,Mr. Robert Acevedo MD,Heritage Bakes
2023-07-15,Evening,Referral,133.73,31.52,2,Returning,Ms. Kayla Williams,Heritage Bakes
2023-12-08,Afternoon,Google Ads,409.04,253.25,10,New,Tammy Jackson,Heritage Bakes
2023-06-11,Night,Walk-in,223.44,51.9,2,Returning,Robert Smith,Heritage Bakes
2023-09-23,Night,Email,409.65,82.11,4,New,Stephen Smith,Heritage Bakes
2023-10-25,Morning,Email,407.68,93.38,5,New,Jasmin Hamilton,Heritage Bakes
2023-01-17,Evening,Facebook,330.7,210.72,3,Returning,Thomas Romero,Heritage Bakes
2023-10-06,Night,Walk-in,471.96,374.07,6,Returning,Megan Grant,Heritage Bakes
2023-11-10,Afternoon,Instagram,464.31,213.55,6,New,Karen Hughes,Heritage Bakes
2023-05-26,Morning,Google Ads,312.04,102.1,5,New,Bradley Phillips,Heritage Bakes
2023-01-04,Morning,Google Ads,352.09,208.69,4,New,Robert Roberts,Heritage Bakes
2023-07-30,Evening,Email,443.39,406.5,8,New,Cynthia Tran,Heritage Bakes
2023-09-11,Evening,Facebook,391.01,383.34,23,New,Marie Davidson,Heritage Bakes
2023-09-27,Afternoon,Facebook,84.89,26.56,1,New,Jordan Williams,Heritage Bakes
2023-12-23,Afternoon,Referral,136.76,32.27,1,Returning,Mr. Paul Chase,Heritage Bakes
2023-08-16,Morning,Facebook,26.24,5.96,0,New,Chloe Parker,Heritage Bakes
2023-09-29,Afternoon,Referral,159.72,64.26,11,New,Leah Collier,Heritage Bakes
2023-12-06,Morning,Instagram,67.09,34.44,1,Returning,Amanda Gonzalez,Heritage Bakes
2023-06-12,Night,Walk-in,11.6,10.85,0,New,Alice Conley,Heritage Bakes
2023-05-20,Evening,Instagram,379.37,114.11,14,Returning,Clarence Wood,Heritage Bakes
2023-06-04,Afternoon,Referral,265.17,65.77,3,New,Terri Cisneros,Heritage Bakes
2023-07-18,Morning,Referral,389.39,354.7,5,Returning,Jessica Jones,Heritage Bakes
2023-04-02,Night,Google Ads,180.85,42.53,2,Returning,Michael Graham,Heritage Bakes
2023-05-02,Night,Google Ads,479.72,128.96,4,New,Mary Henderson,Heritage Bakes
2023-01-22,Evening,Walk-in,26.14,6.64,0,New,Adam Holland,Heritage Bakes
2023-07-07,Afternoon,Google Ads,438.53,202.01,7,Returning,Elizabeth Miller,Heritage Bakes
2023-07-03,Night,Walk-in,210.17,116.85,2,Returning,Ryan Kaiser,Heritage Bakes
2023-06-08,Morning,Walk-in,293.87,197.7,16,Returning,Douglas Morton,Heritage Bakes
2023-05-31,Afternoon,Facebook,429.78,140.24,5,Returning,Ashlee Mendez,Heritage Bakes
2023-03-02,Morning,Referral,204.34,92.82,7,Returning,Leslie Barton,Heritage Bakes
2023-05-19,Evening,Instagram,421.42,109.68,4,Returning,Joseph Smith,Heritage Bakes
2023-06-14,Afternoon,Walk-in,236.25,193.39,2,New,Paige Jordan,Heritage Bakes
2023-09-02,Night,Email,362.32,230.08,3,New,Elizabeth Taylor,Heritage Bakes
2023-03-18,Night,Referral,378.86,81.62,4,New,Latoya Howell,Heritage Bakes
2023-03-16,Evening,Instagram,390.49,83.01,7,Returning,Lawrence Glover,Heritage Bakes
2023-05-13,Afternoon,Google Ads,338.65,230.38,12,New,Kimberly Grant,Heritage Bakes
2023-09-18,Night,Email,317.84,143.74,3,New,Madison Wilson,Heritage Bakes
2023-04-20,Night,Walk-in,364,80.9,5,Returning,Melanie Davidson,Heritage Bakes
2023-07-24,Morning,Instagram,488.7,107.18,15,Returning,Angel Johnson,Heritage Bakes
2023-08-31,Night,Email,78.09,25.49,0,Returning,Jessica Cox,Heritage Bakes
2023-12-23,Afternoon,Facebook,276.28,60.24,3,Returning,Laura Mosley,Heritage Bakes
2023-07-23,Afternoon,Instagram,427.99,147.98,6,Returning,Kurt Martinez,Heritage Bakes
2023-02-09,Night,Google Ads,401.05,392.83,8,Returning,Brandi Ibarra,Heritage Bakes
2023-06-08,Night,Referral,102.47,63.08,1,Returning,Heather Sweeney,Heritage Bakes
2023-09-07,Afternoon,Referral,197.12,54.7,6,Returning,Laura Guerra,Heritage Bakes
2023-12-23,Afternoon,Instagram,58.64,24.35,1,New,Adrian Levine,Heritage Bakes
2023-03-16,Night,Facebook,244.47,112.88,4,Returning,Abigail Acevedo,Heritage Bakes
2023-10-06,Afternoon,Google Ads,436.21,92.58,4,New,Isabella Taylor,Heritage Bakes
2023-10-13,Morning,Referral,146.96,67.88,7,New,Joel Rogers,Heritage Bakes
2023-01-05,Morning,Facebook,199.08,47.08,4,Returning,Tyler Murray,Heritage Bakes
2023-07-10,Morning,Instagram,404.37,102.7,6,New,Michael Lambert,Heritage Bakes
2023-02-04,Night,Referral,282.28,56.54,13,Returning,Edward Guzman,Heritage Bakes
2023-08-25,Evening,Facebook,201.22,79.76,5,New,Anne Chambers,Heritage Bakes
